utc,sun_az,sun_el,earth_az,earth_el
2000-02-11T14:00:00,90.6118,10.9725,282.7844,60.6619
2000-02-11T15:00:00,90.6200,11.4796,282.7898,60.6836
2000-02-11T16:00:00,90.6283,11.9868,282.7941,60.7058
2000-02-11T17:00:00,90.6367,12.4939,282.7972,60.7286
2000-02-11T18:00:00,90.6452,13.0010,282.7991,60.7518
2000-02-11T19:00:00,90.6537,13.5081,282.7997,60.7756
2000-02-11T20:00:00,90.6623,14.0151,282.7992,60.8000
2000-02-11T21:00:00,90.6710,14.5222,282.7975,60.8248
2000-02-11T22:00:00,90.6797,15.0293,282.7945,60.8502
2000-02-11T23:00:00,90.6886,15.5363,282.7903,60.8761
2000-02-12T00:00:00,90.6975,16.0433,282.7849,60.9026
2000-02-12T01:00:00,90.7066,16.5503,282.7782,60.9295
2000-02-12T02:00:00,90.7157,17.0573,282.7703,60.9570
2000-02-12T03:00:00,90.7249,17.5643,282.7612,60.9850
2000-02-12T04:00:00,90.7342,18.0713,282.7508,61.0135
2000-02-12T05:00:00,90.7436,18.5782,282.7392,61.0426
2000-02-12T06:00:00,90.7531,19.0852,282.7263,61.0721
2000-02-12T07:00:00,90.7627,19.5921,282.7121,61.1022
2000-02-12T08:00:00,90.7724,20.0990,282.6967,61.1328
2000-02-12T09:00:00,90.7822,20.6060,282.6800,61.1639
2000-02-12T10:00:00,90.7921,21.1128,282.6620,61.1955
2000-02-12T11:00:00,90.8021,21.6197,282.6428,61.2277
2000-02-12T12:00:00,90.8123,22.1266,282.6223,61.2603
2000-02-12T13:00:00,90.8226,22.6335,282.6004,61.2935
2000-02-12T14:00:00,90.8330,23.1403,282.5773,61.3271
2000-02-12T15:00:00,90.8435,23.6471,282.5529,61.3613
2000-02-12T16:00:00,90.8541,24.1539,282.5271,61.3959
2000-02-12T17:00:00,90.8649,24.6607,282.5001,61.4311
2000-02-12T18:00:00,90.8758,25.1675,282.4717,61.4668
2000-02-12T19:00:00,90.8869,25.6743,282.4420,61.5029
2000-02-12T20:00:00,90.8981,26.1811,282.4110,61.5396
2000-02-12T21:00:00,90.9094,26.6878,282.3786,61.5768
2000-02-12T22:00:00,90.9209,27.1945,282.3449,61.6144
